sku_id,description,analysis_weeks,positive_demand_weeks,zero_demand_week_pct,mean_weekly_demand,std_weekly_demand,coefficient_of_variation,average_demand_interval_weeks,lag_1_autocorrelation,first_13_week_average,last_13_week_average,trend_slope_units_per_week,recent_vs_initial_13_week_change_pct
23120,PACK OF 6 SMALL FRUIT STRAWS,104,24,76.92,16.18,52.31,3.233,4.33,0.706,0.00,39.69,0.632,
23121,PACK OF 6 COCKTAIL PARASOL STRAWS,104,24,76.92,24.04,78.57,3.269,4.33,0.737,0.00,44.46,0.921,
23122,PARTY CHARMS 50 PIECES,104,24,76.92,21.48,73.66,3.429,4.33,0.600,0.00,34.38,0.836,
23123,COCKTAIL SWORDS 50 PIECES,104,23,77.88,8.86,31.60,3.568,4.52,0.084,0.00,26.69,0.363,
23124,18PC WOODEN CUTLERY SET DISPOSABLE,104,15,85.58,5.45,28.40,5.209,6.93,0.097,0.00,2.08,0.195,
23125,6PC WOOD PLATE SET DISPOSABLE,104,17,83.65,4.41,30.91,7.003,6.12,0.013,0.00,2.23,0.161,
23126,FELTCRAFT GIRL AMELIE KIT,104,40,61.54,10.36,20.36,1.966,2.60,0.424,0.00,41.46,0.397,
23127,FELTCRAFT GIRL NICOLE KIT,104,39,62.50,6.80,12.73,1.872,2.67,0.505,0.00,23.69,0.253,
23128,FELTCRAFT BOY JEAN-PAUL KIT,104,38,63.46,4.17,8.42,2.018,2.74,0.328,0.00,11.15,0.142,
23129,HEART SHAPED HOLLY WREATH,104,25,75.96,9.11,24.97,2.743,4.16,0.806,0.00,67.23,0.441,
23130,MISTLETOE HEART WREATH GREEN,104,28,73.08,9.25,22.12,2.391,3.71,0.717,0.00,57.92,0.434,
23131,MISTLETOE HEART WREATH CREAM,104,32,69.23,9.49,31.99,3.371,3.25,0.271,0.00,34.54,0.395,
23132,SMALL IVORY HEART WALL ORGANISER,104,31,70.19,9.78,26.05,2.664,3.35,0.520,0.00,55.31,0.439,
23133,LARGE IVORY HEART WALL ORGANISER,104,32,69.23,7.40,23.34,3.152,3.25,0.191,0.00,41.15,0.328,
23134,UNKNOWN,104,18,82.69,11.28,58.32,5.171,5.78,0.117,0.00,0.23,0.365,
23135,SMALL ZINC HEART WALL ORGANISER,104,22,78.85,15.88,71.66,4.514,4.73,0.052,0.00,5.00,0.574,
23136,IVORY WIRE SWEETHEART LETTER TRAY,104,21,79.81,1.26,3.27,2.594,4.95,0.266,0.00,2.85,0.045,
23137,ZINC WIRE SWEETHEART LETTER TRAY,104,13,87.50,0.67,3.08,4.575,8.00,0.005,0.00,1.38,0.022,
23138,SINGLE WIRE HOOK IVORY HEART,104,33,68.27,8.43,29.52,3.500,3.15,0.302,0.00,8.92,0.306,
23139,SINGLE WIRE HOOK PINK HEART,104,21,79.81,3.67,24.62,6.703,4.95,0.086,0.00,2.92,0.144,
23140,TRIPLE WIRE HOOK IVORY HEART,104,25,75.96,1.75,5.12,2.924,4.16,0.344,0.00,2.46,0.058,
23141,TRIPLE WIRE HOOK PINK HEART,104,15,85.58,0.56,1.77,3.179,6.93,0.423,0.00,0.31,0.018,
23142,IVORY WIRE KITCHEN ORGANISER,104,20,80.77,1.16,6.20,5.330,5.20,0.080,0.00,0.92,0.035,
23143,ZINC WIRE KITCHEN ORGANISER,104,7,93.27,0.13,0.54,4.017,14.86,0.003,0.00,0.31,0.005,
23144,ZINC T-LIGHT HOLDER STARS SMALL,104,33,68.27,47.63,96.95,2.035,3.15,0.653,0.00,142.69,1.792,
23145,ZINC T-LIGHT HOLDER STAR LARGE,104,33,68.27,19.56,35.82,1.831,3.15,0.696,0.00,66.31,0.775,
23146,TRIPLE HOOK ANTIQUE IVORY ROSE,104,33,68.27,7.66,14.04,1.832,3.15,0.690,0.00,21.85,0.292,
23147,SINGLE ANTIQUE ROSE HOOK IVORY,104,33,68.27,17.71,32.00,1.807,3.15,0.787,0.00,45.00,0.659,
23148,MINIATURE ANTIQUE ROSE HOOK IVORY,104,33,68.27,19.83,36.91,1.862,3.15,0.700,0.00,48.54,0.746,
23149,ANTIQUE IVORY WIRE BOWL SMALL,104,14,86.54,0.95,3.57,3.747,7.43,0.283,0.00,1.92,0.032,
23150,IVORY SWEETHEART SOAP DISH,104,24,76.92,1.36,3.19,2.350,4.33,0.516,0.00,4.92,0.056,
23151,ZINC SWEETHEART SOAP DISH,104,11,89.42,0.35,1.22,3.527,9.45,0.243,0.00,0.85,0.013,
23152,IVORY SWEETHEART WIRE LETTER RACK,104,33,68.27,5.33,10.83,2.034,3.15,0.602,0.00,15.23,0.198,
23153,ZINC SWEETHEART WIRE LETTER RACK,104,31,70.19,2.46,5.21,2.118,3.35,0.626,0.00,6.54,0.093,
23154,SET OF 4 JAM JAR MAGNETS,104,37,64.42,24.60,46.14,1.876,2.81,0.544,0.00,77.08,0.904,
23155,KNICKERBOCKERGLORY MAGNET ASSORTED,104,36,65.38,21.30,45.42,2.133,2.89,0.499,0.00,33.31,0.666,
23156,SET OF 5 MINI GROCERY MAGNETS,104,37,64.42,15.64,30.79,1.968,2.81,0.634,0.00,44.69,0.557,
23157,SET OF 6 NATIVITY MAGNETS,104,25,75.96,28.92,77.76,2.689,4.16,0.550,0.00,168.08,1.374,
23158,SET OF 5 LUCKY CAT MAGNETS,104,37,64.42,24.57,46.36,1.887,2.81,0.502,0.00,74.85,0.887,
23159,SET OF 5 PANCAKE DAY MAGNETS,104,37,64.42,22.05,41.06,1.862,2.81,0.467,0.00,48.54,0.751,
23160,REGENCY TEA SPOON,104,26,75.00,13.88,32.20,2.319,4.00,0.430,0.00,30.31,0.500,
23161,REGENCY CAKE FORK,104,28,73.08,16.37,36.30,2.218,3.71,0.472,0.00,33.31,0.601,
23162,REGENCY TEA STRAINER,104,31,70.19,13.52,28.62,2.117,3.35,0.542,0.00,53.15,0.541,
23163,REGENCY SUGAR TONGS,104,32,69.23,17.32,34.14,1.972,3.25,0.628,0.00,46.69,0.675,
23164,REGENCY CAKE SLICE,104,29,72.12,5.53,14.26,2.579,3.59,0.364,0.00,18.31,0.216,
23165,LARGE CERAMIC TOP STORAGE JAR,104,30,71.15,28.38,55.34,1.950,3.47,0.687,0.00,79.23,1.105,
23166,MEDIUM CERAMIC TOP STORAGE JAR,104,31,70.19,748.62,7274.34,9.717,3.35,-0.011,0.00,98.31,6.521,
23167,SMALL CERAMIC TOP STORAGE JAR,104,30,71.15,52.25,179.16,3.429,3.47,0.405,0.00,124.54,1.840,
23168,CLASSIC CAFE SUGAR DISPENSER,104,30,71.15,30.56,58.23,1.906,3.47,0.669,0.00,111.46,1.250,
23169,CLASSIC GLASS COOKIE JAR,104,30,71.15,14.92,27.57,1.848,3.47,0.766,0.00,71.23,0.651,
23170,REGENCY TEA PLATE ROSES,104,30,71.15,64.89,143.51,2.211,3.47,0.565,0.00,146.77,2.370,
23171,REGENCY TEA PLATE GREEN,104,30,71.15,59.20,170.39,2.878,3.47,0.294,0.00,120.77,2.141,
23172,REGENCY TEA PLATE PINK,104,30,71.15,36.03,87.51,2.429,3.47,0.662,0.00,99.23,1.327,
23173,REGENCY TEAPOT ROSES,104,30,71.15,26.27,74.46,2.835,3.47,0.252,0.00,46.85,0.961,
23174,REGENCY SUGAR BOWL GREEN,104,30,71.15,29.18,89.61,3.071,3.47,0.238,0.00,46.23,1.046,
23175,REGENCY MILK JUG PINK,104,28,73.08,30.24,91.95,3.041,3.71,0.264,0.00,55.08,1.082,
23176,ABC TREASURE BOOK BOX,104,40,61.54,20.70,51.18,2.472,2.60,0.296,0.00,67.62,0.789,
23177,TREASURE ISLAND BOOK BOX,104,40,61.54,19.44,48.48,2.493,2.60,0.435,0.00,64.00,0.760,
23178,JAM CLOCK MAGNET,104,28,73.08,2.97,9.31,3.133,3.71,0.176,0.00,5.00,0.088,
23179,CLOCK MAGNET MUM'S KITCHEN,104,26,75.00,3.09,10.47,3.391,4.00,0.273,0.00,4.62,0.085,
23180,MUM'S KITCHEN CLOCK,104,27,74.04,1.05,2.49,2.372,3.85,0.297,0.00,2.62,0.034,
23181,BULL DOG BOTTLE TOP WALL CLOCK,104,34,67.31,1.91,3.63,1.899,3.06,0.428,0.00,4.46,0.065,
23182,TOILET SIGN OCCUPIED OR VACANT,104,40,61.54,35.71,57.94,1.622,2.60,0.588,0.00,69.46,1.162,
23183,MOTHER'S KITCHEN SPOON REST,104,30,71.15,2.12,4.47,2.114,3.47,0.545,0.00,5.46,0.067,
23184,BULL DOG BOTTLE OPENER,104,39,62.50,8.09,14.37,1.777,2.67,0.562,0.00,20.92,0.272,
23185,FRENCH STYLE STORAGE JAR JAM,104,20,80.77,2.96,7.55,2.551,5.20,0.547,0.00,14.00,0.130,
23186,FRENCH STYLE STORAGE JAR CAFE,104,25,75.96,18.54,47.41,2.557,4.16,0.540,0.00,77.62,0.809,
23187,FRENCH STYLE STORAGE JAR BONBONS,104,22,78.85,22.48,56.74,2.524,4.73,0.599,0.00,64.92,0.921,
23188,VINTAGE 2 METRE FOLDING RULER,104,25,75.96,31.65,70.32,2.221,4.16,0.751,0.00,181.69,1.501,
23189,SET OF 12 FORK CANDLES,104,18,82.69,11.87,31.06,2.618,5.78,0.612,0.00,62.62,0.553,
23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS,104,30,71.15,16.23,35.70,2.200,3.47,0.486,0.00,49.23,0.628,
23191,BUNDLE OF 3 RETRO NOTE BOOKS,104,30,71.15,20.70,41.22,1.991,3.47,0.660,0.00,79.54,0.844,
23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,104,30,71.15,32.09,65.91,2.054,3.47,0.578,0.00,136.62,1.353,
23193,BUFFALO BILL TREASURE BOOK BOX,104,40,61.54,14.62,45.23,3.092,2.60,0.283,0.00,59.54,0.594,
23194,GYMKHANA TREASURE BOOK BOX,104,40,61.54,17.46,47.67,2.730,2.60,0.277,0.00,66.23,0.682,
23196,VINTAGE LEAF MAGNETIC NOTEPAD,104,24,76.92,17.65,37.75,2.139,4.33,0.782,0.00,81.77,0.795,
23197,SKETCHBOOK MAGNETIC SHOPPING LIST,104,24,76.92,13.38,31.86,2.381,4.33,0.446,0.00,66.62,0.608,
23198,PANTRY MAGNETIC SHOPPING LIST,104,24,76.92,30.62,61.25,2.000,4.33,0.818,0.00,142.92,1.375,
23199,JUMBO BAG APPLES,104,34,67.31,141.97,242.09,1.705,3.06,0.669,0.00,362.00,5.387,
23200,JUMBO BAG PEARS,104,31,70.19,68.48,120.24,1.756,3.35,0.821,0.00,185.15,2.645,
23201,JUMBO BAG ALPHABET,104,34,67.31,126.98,220.80,1.739,3.06,0.600,0.00,425.54,5.099,
23202,JUMBO BAG VINTAGE LEAF,104,31,70.19,102.32,179.45,1.754,3.35,0.773,0.00,302.08,4.043,
23203,JUMBO BAG VINTAGE DOILY,104,31,70.19,192.83,354.58,1.839,3.35,0.783,0.00,691.00,8.008,
23204,CHARLOTTE BAG APPLES DESIGN,104,34,67.31,74.03,124.45,1.681,3.06,0.706,0.00,194.62,2.766,
23205,CHARLOTTE BAG VINTAGE ALPHABET,104,34,67.31,54.92,98.03,1.785,3.06,0.547,0.00,175.62,2.124,
23206,LUNCH BAG APPLE DESIGN,104,34,67.31,115.65,196.13,1.696,3.06,0.684,0.00,269.69,4.232,
23207,LUNCH BAG ALPHABET DESIGN,104,34,67.31,74.50,131.40,1.764,3.06,0.788,0.00,153.46,2.745,
23208,LUNCH BAG VINTAGE LEAF DESIGN,104,34,67.31,57.58,98.68,1.714,3.06,0.659,0.00,145.69,2.137,
23209,LUNCH BAG VINTAGE DOILY,104,31,70.19,124.32,223.59,1.799,3.35,0.754,0.00,353.08,4.861,
23210,WHITE ROCKING HORSE HAND PAINTED,104,26,75.00,26.28,68.22,2.596,4.00,0.568,0.00,154.46,1.239,
23211,RED ROCKING HORSE HAND PAINTED,104,26,75.00,21.23,54.13,2.549,4.00,0.484,0.00,113.54,0.975,
23212,HEART WREATH DECORATION WITH BELL,104,26,75.00,20.75,56.12,2.705,4.00,0.427,0.00,111.38,0.966,
23213,STAR WREATH DECORATION WITH BELL,104,23,77.88,15.40,41.87,2.718,4.52,0.548,0.00,97.08,0.747,
23214,JINGLE BELL HEART ANTIQUE GOLD,104,22,78.85,7.53,19.40,2.577,4.73,0.663,0.00,50.69,0.361,
23215,JINGLE BELL HEART ANTIQUE SILVER,104,23,77.88,33.58,108.66,3.236,4.52,0.528,0.00,198.00,1.636,
23216,LAUREL HEART ANTIQUE GOLD,104,20,80.77,5.03,16.58,3.296,5.20,0.500,0.00,29.92,0.226,
23217,LAUREL HEART ANTIQUE SILVER,104,22,78.85,12.38,36.95,2.986,4.73,0.400,0.00,83.69,0.593,
23218,LAUREL STAR ANTIQUE GOLD,104,13,87.50,3.63,13.72,3.775,8.00,0.130,0.00,20.77,0.172,
23219,LAUREL STAR ANTIQUE SILVER,104,16,84.62,3.98,11.72,2.945,6.50,0.481,0.00,27.38,0.197,
23220,REINDEER HEART DECORATION GOLD,104,18,82.69,9.27,26.81,2.892,5.78,0.661,0.00,67.46,0.464,
23221,REINDEER HEART DECORATION SILVER,104,24,76.92,14.45,40.44,2.798,4.33,0.569,0.00,101.23,0.719,
23222,CHRISTMAS TREE HANGING GOLD,104,16,84.62,7.46,25.53,3.421,6.50,0.426,0.00,56.92,0.368,
23223,CHRISTMAS TREE HANGING SILVER,104,19,81.73,7.53,21.76,2.891,5.47,0.655,0.00,52.23,0.374,
23224,CHERUB HEART DECORATION GOLD,104,16,84.62,6.94,25.22,3.632,6.50,0.262,0.00,51.92,0.342,
23225,CHERUB HEART DECORATION SILVER,104,18,82.69,12.72,38.90,3.058,5.78,0.467,0.00,84.54,0.629,
23226,FILIGREE HEART DAISY WHITE,104,27,74.04,11.72,27.36,2.334,3.85,0.540,0.00,26.15,0.463,
23227,FILIGREE HEART BUTTERFLY WHITE,104,28,73.08,15.63,37.32,2.387,3.71,0.486,0.00,50.00,0.641,
23228,FILIGREE HEART BIRD WHITE,104,27,74.04,14.21,30.36,2.137,3.85,0.747,0.00,51.46,0.604,
23229,VINTAGE DONKEY TAIL GAME,104,25,75.96,16.60,40.13,2.418,4.16,0.497,0.00,78.31,0.728,
23230,WRAP ALPHABET DESIGN,104,46,55.77,75.73,126.88,1.675,2.26,0.455,0.00,155.77,2.265,
23231,WRAP VINTAGE DOILY,104,47,54.81,68.29,99.41,1.456,2.21,0.558,0.00,146.15,2.158,
23232,WRAP VINTAGE LEAF DESIGN,104,44,57.69,79.58,133.43,1.677,2.36,0.460,0.00,234.62,2.782,
23233,WRAP POPPIES DESIGN,104,46,55.77,49.52,92.37,1.865,2.26,0.324,0.00,119.23,1.626,
23234,BISCUIT TIN VINTAGE CHRISTMAS,104,25,75.96,18.05,48.54,2.689,4.16,0.482,0.00,109.92,0.861,
23235,STORAGE TIN VINTAGE LEAF,104,24,76.92,6.60,25.14,3.812,4.33,0.244,0.00,11.08,0.245,
23236,STORAGE TIN VINTAGE DOILY,104,26,75.00,23.77,58.08,2.444,4.00,0.478,0.00,84.15,0.974,
23237,SET OF 4 KNICK KNACK TINS LEAF,104,26,75.00,9.85,22.49,2.284,4.00,0.520,0.00,31.46,0.407,
23238,SET OF 4 KNICK KNACK TINS LONDON,104,26,75.00,16.29,36.80,2.259,4.00,0.531,0.00,59.38,0.684,
23239,SET OF 4 KNICK KNACK TINS POPPIES,104,26,75.00,7.48,19.09,2.551,4.00,0.442,0.00,20.15,0.299,
23240,SET OF 4 KNICK KNACK TINS DOILY,104,26,75.00,38.90,78.93,2.029,4.00,0.632,0.00,141.00,1.642,
23241,TREASURE TIN GYMKHANA DESIGN,104,26,75.00,20.42,47.09,2.306,4.00,0.513,0.00,89.23,0.880,
23242,TREASURE TIN BUFFALO BILL,104,26,75.00,13.40,35.66,2.660,4.00,0.403,0.00,53.92,0.562,
23243,SET OF TEA COFFEE SUGAR TINS PANTRY,104,26,75.00,45.82,189.15,4.128,4.00,0.083,0.00,218.23,1.968,
23244,ROUND STORAGE TIN VINTAGE LEAF,104,26,75.00,8.75,26.52,3.031,4.00,0.290,0.00,22.31,0.349,
23245,SET OF 3 REGENCY CAKE TINS,104,26,75.00,59.19,124.91,2.110,4.00,0.625,0.00,200.08,2.458,
23247,BISCUIT TIN 50'S CHRISTMAS,104,24,76.92,20.40,53.37,2.616,4.33,0.722,0.00,132.46,0.986,
23249,VINTAGE RED ENAMEL TRIM PLATE,104,25,75.96,8.07,23.64,2.931,4.16,0.258,0.00,24.15,0.324,
23250,VINTAGE RED TRIM ENAMEL BOWL,104,25,75.96,10.66,24.69,2.316,4.16,0.496,0.00,45.54,0.464,
23251,VINTAGE RED ENAMEL TRIM MUG,104,25,75.96,15.51,38.58,2.488,4.16,0.437,0.00,45.54,0.635,
23252,VINTAGE RED ENAMEL TRIM JUG,104,26,75.00,5.78,14.16,2.450,4.00,0.566,0.00,14.31,0.232,
23253,16 PIECE CUTLERY SET PANTRY DESIGN,104,29,72.12,2.45,7.00,2.855,3.59,0.409,0.00,4.15,0.084,
23254,CHILDRENS CUTLERY DOLLY GIRL,104,35,66.35,16.10,32.67,2.030,2.97,0.471,0.00,48.38,0.622,
23255,CHILDRENS CUTLERY CIRCUS PARADE,104,35,66.35,9.46,21.09,2.229,2.97,0.261,0.00,28.54,0.366,
23256,CHILDRENS CUTLERY SPACEBOY,104,35,66.35,19.24,33.45,1.739,2.97,0.774,0.00,58.23,0.748,
23263,SET OF 3 WOODEN HEART DECORATIONS,104,27,74.04,35.79,75.03,2.097,3.85,0.914,0.00,206.69,1.693,
23264,SET OF 3 WOODEN SLEIGH DECORATIONS,104,26,75.00,17.42,44.05,2.528,4.00,0.897,0.00,121.77,0.866,
23265,SET OF 3 WOODEN TREE DECORATIONS,104,26,75.00,15.87,41.49,2.615,4.00,0.900,0.00,114.23,0.791,
23266,SET OF 3 WOODEN STOCKING DECORATION,104,26,75.00,18.62,43.87,2.357,4.00,0.930,0.00,123.15,0.913,
23267,SET OF 4 SANTA PLACE SETTINGS,104,22,78.85,11.41,28.81,2.524,4.73,0.689,0.00,74.00,0.543,
23268,UNKNOWN,104,21,79.81,17.68,67.88,3.839,4.95,0.169,0.00,58.23,0.750,
23269,SET OF 2 CERAMIC CHRISTMAS TREES,104,22,78.85,7.30,26.42,3.621,4.73,0.428,0.00,51.69,0.363,
23270,SET OF 2 CERAMIC PAINTED HEARTS,104,26,75.00,12.12,33.11,2.731,4.00,0.262,0.00,43.69,0.532,
23271,CHRISTMAS TABLE SILVER CANDLE SPIKE,104,20,80.77,16.14,46.27,2.866,5.20,0.557,0.00,120.69,0.790,
23272,TREE T-LIGHT HOLDER WILLIE WINKIE,104,17,83.65,2.76,7.69,2.785,6.12,0.424,0.00,15.62,0.128,
23273,HEART T-LIGHT HOLDER WILLIE WINKIE,104,26,75.00,8.91,19.89,2.232,4.00,0.783,0.00,51.15,0.415,
23274,STAR T-LIGHT HOLDER WILLIE WINKIE,104,23,77.88,10.96,28.97,2.643,4.52,0.650,0.00,75.31,0.526,
23275,SET OF 3 HANGING OWLS OLLIE BEAK,104,27,74.04,33.38,83.09,2.490,3.85,0.784,0.00,192.85,1.604,
23280,FOLDING BUTTERFLY MIRROR HOT PINK,104,29,72.12,17.88,46.61,2.606,3.59,0.333,0.00,37.31,0.668,
23281,FOLDING BUTTERFLY MIRROR RED,104,27,74.04,11.12,32.87,2.955,3.85,0.115,0.00,16.23,0.413,
23282,FOLDING BUTTERFLY MIRROR IVORY,104,29,72.12,7.76,18.29,2.357,3.59,0.536,0.00,21.46,0.292,
23283,DOORMAT VINTAGE LEAF,104,26,75.00,9.43,25.90,2.746,4.00,0.451,0.00,35.08,0.364,
23284,DOORMAT KEEP CALM AND COME IN,104,29,72.12,51.69,140.08,2.710,3.59,0.590,0.00,236.54,2.133,
23285,PINK VINTAGE SPOT BEAKER,104,26,75.00,46.15,219.20,4.749,4.00,0.044,0.00,177.62,1.878,
23286,BLUE VINTAGE SPOT BEAKER,104,26,75.00,48.38,213.78,4.419,4.00,0.068,0.00,185.31,1.983,
23287,RED VINTAGE SPOT BEAKER,104,25,75.96,17.88,43.32,2.422,4.16,0.798,0.00,31.77,0.703,
23288,GREEN VINTAGE SPOT BEAKER,104,26,75.00,44.38,216.49,4.879,4.00,0.036,0.00,182.85,1.838,
23289,DOLLY GIRL CHILDRENS BOWL,104,25,75.96,15.52,35.91,2.314,4.16,0.589,0.00,54.92,0.656,
23290,SPACEBOY CHILDRENS BOWL,104,25,75.96,21.69,50.20,2.314,4.16,0.460,0.00,97.38,0.960,
23291,DOLLY GIRL CHILDRENS CUP,104,25,75.96,15.56,37.25,2.394,4.16,0.522,0.00,52.92,0.652,
23292,SPACEBOY CHILDRENS CUP,104,25,75.96,19.62,45.15,2.302,4.16,0.543,0.00,75.54,0.840,
23293,SET OF 12 FAIRY CAKE BAKING CASES,104,21,79.81,77.20,176.24,2.283,4.95,0.753,0.00,345.00,3.455,
23294,SET OF 6 SNACK LOAF BAKING CASES,104,21,79.81,41.62,110.95,2.666,4.95,0.524,0.00,169.62,1.807,
23295,SET OF 12 MINI LOAF BAKING CASES,104,21,79.81,57.93,137.25,2.369,4.95,0.563,0.00,236.08,2.557,
23296,SET OF 6 TEA TIME BAKING CASES,104,21,79.81,47.62,125.18,2.629,4.95,0.523,0.00,177.69,2.079,
23297,SET 40 HEART SHAPE PETIT FOUR CASES,104,15,85.58,41.38,149.45,3.612,6.93,0.692,0.00,55.54,1.613,
23298,SPOTTY BUNTING,104,31,70.19,82.12,153.33,1.867,3.35,0.700,0.00,180.85,3.100,
23299,FOOD COVER WITH BEADS SET 2,104,29,72.12,9.69,30.78,3.176,3.59,0.602,0.00,8.85,0.309,
23300,GARDENERS KNEELING PAD CUP OF TEA,104,30,71.15,62.47,130.24,2.085,3.47,0.579,0.00,231.31,2.612,
23301,GARDENERS KNEELING PAD KEEP CALM,104,30,71.15,79.40,161.19,2.030,3.47,0.772,0.00,382.92,3.530,
23302,KNEELING MAT HOUSEWORK DESIGN,104,29,72.12,10.64,26.21,2.462,3.59,0.284,0.00,34.77,0.429,
23303,SET 4 PICNIC CUTLERY FONDANT,104,3,97.12,0.51,3.35,6.579,34.67,0.471,0.00,4.08,0.027,
23304,SET 4 PICNIC CUTLERY CHERRY,104,3,97.12,0.45,3.45,7.627,34.67,0.205,0.00,3.62,0.024,
23305,SET 4 PICNIC CUTLERY BLUEBERRY,104,4,96.15,0.56,3.61,6.481,26.00,0.498,0.00,4.46,0.029,
23306,SET OF 36 PANTRY PAPER DOILIES,104,27,74.04,34.01,107.44,3.159,3.85,0.314,0.00,106.00,1.331,
23307,SET OF 60 PANTRY DESIGN CAKE CASES,104,27,74.04,110.61,232.81,2.105,3.85,0.632,0.00,356.54,4.534,
23308,SET OF 60 VINTAGE LEAF CAKE CASES,104,27,74.04,54.92,124.73,2.271,3.85,0.521,0.00,157.85,2.223,
23309,SET OF 60 I LOVE LONDON CAKE CASES,104,27,74.04,73.02,157.74,2.160,3.85,0.532,0.00,322.62,3.213,
23310,BUBBLEGUM RING ASSORTED,104,26,75.00,113.66,247.63,2.179,4.00,0.589,0.00,544.08,5.047,
23311,VINTAGE CHRISTMAS STOCKING,104,21,79.81,21.59,56.37,2.611,4.95,0.924,0.00,157.23,1.086,
23312,VINTAGE CHRISTMAS GIFT SACK,104,21,79.81,13.26,33.20,2.504,4.95,0.700,0.00,86.15,0.649,
23313,VINTAGE CHRISTMAS BUNTING,104,21,79.81,26.88,72.18,2.685,4.95,0.787,0.00,185.69,1.349,
23314,VINTAGE CHRISTMAS TABLECLOTH,104,18,82.69,3.72,12.83,3.447,5.78,0.232,0.00,19.85,0.174,
23315,IVORY REFECTORY CLOCK,104,24,76.92,1.99,4.98,2.502,4.33,0.515,0.00,6.54,0.087,
23316,RED REFECTORY CLOCK,104,24,76.92,2.35,5.12,2.182,4.33,0.622,0.00,11.23,0.106,
23317,BLUE REFECTORY CLOCK,104,24,76.92,1.63,3.65,2.234,4.33,0.625,0.00,8.15,0.074,
23318,BOX OF 6 MINI VINTAGE CRACKERS,104,21,79.81,34.99,90.71,2.592,4.95,0.795,0.00,246.54,1.732,
23319,BOX OF 6 MINI 50'S CRACKERS,104,22,78.85,34.68,94.90,2.736,4.73,0.793,0.00,253.31,1.735,
23320,GIANT 50'S CHRISTMAS CRACKER,104,22,78.85,22.66,56.47,2.492,4.73,0.823,0.00,155.15,1.112,
23321,SMALL WHITE HEART OF WICKER,104,26,75.00,44.21,88.24,1.996,4.00,0.920,0.00,222.38,2.034,
23322,LARGE WHITE HEART OF WICKER,104,26,75.00,29.02,60.78,2.095,4.00,0.752,0.00,146.77,1.330,
23323,WHITE WICKER STAR,104,24,76.92,13.50,32.93,2.439,4.33,0.834,0.00,88.69,0.668,
23324,RUSTIC STRAWBERRY JAM POT LARGE,104,15,85.58,3.82,13.60,3.561,6.93,0.367,0.00,20.54,0.172,
23325,RUSTIC STRAWBERRY JAM POT SMALL,104,15,85.58,4.44,13.25,2.982,6.93,0.625,0.00,27.23,0.207,
23326,HANGING MINI COLOURED BOTTLES,104,16,84.62,32.56,103.19,3.169,6.50,0.557,0.00,151.15,1.502,
23327,HANGING CLEAR MINI BOTTLE,104,13,87.50,16.63,59.40,3.571,8.00,0.457,0.00,95.00,0.775,
23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,104,17,83.65,25.39,66.38,2.614,6.12,0.762,0.00,158.69,1.252,
23329,DECORATIVE WICKER HEART LARGE,104,18,82.69,16.26,38.35,2.359,5.78,0.894,0.00,98.15,0.789,
23330,DECORATIVE WICKER HEART MEDIUM,104,17,83.65,16.91,44.26,2.617,6.12,0.744,0.00,113.38,0.834,
23331,DECORATIVE WICKER HEART SMALL,104,17,83.65,14.48,36.80,2.542,6.12,0.759,0.00,79.38,0.688,
23332,IVORY WICKER HEART LARGE,104,18,82.69,18.41,44.53,2.418,5.78,0.861,0.00,112.46,0.890,
23333,IVORY WICKER HEART MEDIUM,104,17,83.65,19.73,49.51,2.509,6.12,0.835,0.00,129.15,0.977,
23334,IVORY WICKER HEART SMALL,104,17,83.65,20.97,56.99,2.718,6.12,0.608,0.00,110.92,0.991,
23335,EGG FRYING PAN IVORY,104,24,76.92,3.49,11.86,3.399,4.33,0.209,0.00,13.92,0.156,
23336,EGG FRYING PAN PINK,104,24,76.92,2.03,5.61,2.766,4.33,0.592,0.00,12.38,0.095,
23337,EGG FRYING PAN MINT,104,23,77.88,1.62,4.29,2.639,4.52,0.468,0.00,9.54,0.077,
23338,EGG FRYING PAN RED,104,25,75.96,3.41,9.70,2.842,4.16,0.386,0.00,16.08,0.157,
23339,EGG FRYING PAN BLUE,104,21,79.81,1.51,4.11,2.719,4.95,0.450,0.00,8.69,0.072,
23340,VINTAGE CHRISTMAS CAKE FRILL,104,18,82.69,23.58,83.57,3.545,5.78,0.464,0.00,161.23,1.108,
23341,PINK DINER WALL CLOCK,104,24,76.92,2.86,6.80,2.380,4.33,0.572,0.00,14.54,0.129,
23342,MINT DINER WALL CLOCK,104,24,76.92,3.55,8.85,2.495,4.33,0.679,0.00,19.69,0.162,
23343,JUMBO BAG VINTAGE CHRISTMAS,104,25,75.96,90.62,346.48,3.824,4.16,0.124,0.00,431.08,4.064,
23344,JUMBO BAG 50'S CHRISTMAS,104,25,75.96,91.60,247.66,2.704,4.16,0.784,0.00,645.08,4.609,
23345,DOLLY GIRL BEAKER,104,20,80.77,23.24,80.10,3.446,5.20,0.356,0.00,105.00,1.045,
23346,SPACEBOY BEAKER,104,20,80.77,24.90,81.45,3.271,5.20,0.346,0.00,116.31,1.135,
23347,I LOVE LONDON BEAKER,104,20,80.77,7.97,28.34,3.555,5.20,0.367,0.00,40.08,0.358,
